//Group Type    Level   Dur     Skill   Luck    Option  ExcOp	SetOp	JoH	OEx	Socket1	Socket2	Socket3	Socket4	Socket5 SocketBonus  Duration   Info
14	0	0	99	0	0	0	0	0	0	0	255	255	255	255	255
14	2	0	100	0	0	0	0	0	0	0	255	255	255	255	255
14	3	0	100	0	0	0	0	0	0	0	255	255	255	255	255
14	5	0	100	0	0	0	0	0	0	0	255	255	255	255	255
14	6	0	100	0	0	0	0	0	0	0	255	255	255	255	255
14	8	0	100	0	0	0	0	0	0	0	255	255	255	255	255
4	7	0	255	0	0	0	0	0	0	0	255	255	255	255	255
4	15	0	255	0	0	0	0	0	0	0	255	255	255	255	255
12	8	0	1	0	0	0	0	0	0	0	255	255	255	255	255
12	9	0	1	0	0	0	0	0	0	0	255	255	255	255	255
12	10	0	1	0	0	0	0	0	0	0	255	255	255	255	255
12	11	0	1	0	0	0	0	0	0	0	255	255	255	255	255
12	11	1	1	0	0	0	0	0	0	0	255	255	255	255	255
12	11	2	1	0	0	0	0	0	0	0	255	255	255	255	255
12	11	3	1	0	0	0	0	0	0	0	255	255	255	255	255
12	11	4	1	0	0	0	0	0	0	0	255	255	255	255	255
13	10	1	255	0	0	0	0	0	0	0	255	255	255	255	255
13	10	2	255	0	0	0	0	0	0	0	255	255	255	255	255
13	10	3	255	0	0	0	0	0	0	0	255	255	255	255	255
13	10	4	255	0	0	0	0	0	0	0	255	255	255	255	255
12	17	0	1	0	0	0	0	0	0	0	255	255	255	255	255
12	18	0	1	0	0	0	0	0	0	0	255	255	255	255	255
12	45	0	1	0	0	0	0	0	0	0	255	255	255	255	255
12	46	0	1	0	0	0	0	0	0	0	255	255	255	255	255
7	13	7	100	0	0	1	0	0	0	0	255	255	255	255	255
7	14	7	100	0	0	1	0	0	0	0	255	255	255	255	255
7	19	7	100	0	0	1	0	0	0	0	255	255	255	255	255
//7	24	7	100	0	0	1	0	0	0	0	255	255	255	255	255
8	13	7	100	0	0	1	0	0	0	0	255	255	255	255	255
8	14	7	100	0	0	1	0	0	0	0	255	255	255	255	255
8	19	7	100	0	0	1	0	0	0	0	255	255	255	255	255
//8	24	7	100	0	0	1	0	0	0	0	255	255	255	255	255
9	13	7	100	0	0	1	0	0	0	0	255	255	255	255	255
9	14	7	100	0	0	1	0	0	0	0	255	255	255	255	255
9	19	7	100	0	0	1	0	0	0	0	255	255	255	255	255
//9	24	7	100	0	0	1	0	0	0	0	255	255	255	255	255
10	13	7	100	0	0	1	0	0	0	0	255	255	255	255	255
10	14	7	100	0	0	1	0	0	0	0	255	255	255	255	255
10	19	7	100	0	0	1	0	0	0	0	255	255	255	255	255
//10	24	7	100	0	0	1	0	0	0	0	255	255	255	255
11	13	7	100	0	0	1	0	0	0	0	255	255	255	255	255
11	14	7	100	0	0	1	0	0	0	0	255	255	255	255	255
11	19	7	100	0	0	1	0	0	0	0	255	255	255	255	255
//11	24	7	100	0	0	1	0	0	0	0	255	255	255	255
14	10	0	1	0	0	0	0	0	0	0	255	255	255	255	255

end
