
//Group Type    Level   Dur     Skill   Luck    Option  ExcOp	SetOp	JoH	OEx	Socket1	Socket2	Socket3	Socket4	Socket5 SocketBonus  Duration   Info
7	12	7	100	0	0	1	0	0	0	0	255	255	255	255	255
7	2	7	100	0	0	1	0	0	0	0	255	255	255	255	255
7	0	7	100	0	0	1	0	0	0	0	255	255	255	255	255
6	13	7	100	0	0	1	0	0	0	0	255	255	255	255	255
8	12	7	100	0	0	1	0	0	0	0	255	255	255	255	255
8	2	7	100	0	0	1	0	0	0	0	255	255	255	255	255
8	0	7	100	0	0	1	0	0	0	0	255	255	255	255	255
8	15	7	100	0	0	1	0	0	0	0	255	255	255	255	255
9	12	7	100	0	0	1	0	0	0	0	255	255	255	255	255
9	2	7	100	0	0	1	0	0	0	0	255	255	255	255	255
9	0	7	100	0	0	1	0	0	0	0	255	255	255	255	255
9	15	7	100	0	0	1	0	0	0	0	255	255	255	255	255
10	12	7	100	0	0	1	0	0	0	0	255	255	255	255	255
10	2	7	100	0	0	1	0	0	0	0	255	255	255	255	255
10	0	7	100	0	0	1	0	0	0	0	255	255	255	255	255
10	15	7	100	0	0	1	0	0	0	0	255	255	255	255	255
11	12	7	100	0	0	1	0	0	0	0	255	255	255	255	255
11	2	7	100	0	0	1	0	0	0	0	255	255	255	255	255
11	0	7	100	0	0	1	0	0	0	0	255	255	255	255	255
11	15	7	100	0	0	1	0	0	0	0	255	255	255	255	255
end
