//Group Type    Level   Dur     Skill   Luck    Option  ExcOp	SetOp	JoH	OEx	Socket1	Socket2	Socket3	Socket4	Socket5 SocketBonus  Duration   Info
13	18	1	0	0	0	0	0	0	0	0	255	255	255	255	255
13	18	2	0	0	0	0	0	0	0	0	255	255	255	255	255
13	18	3	0	0	0	0	0	0	0	0	255	255	255	255	255
13	18	4	0	0	0	0	0	0	0	0	255	255	255	255	255
13	18	5	0	0	0	0	0	0	0	0	255	255	255	255	255
13	18	6	0	0	0	0	0	0	0	0	255	255	255	255	255
//13	18	7	0	0	0	0	0	0	0	0	255	255	255	255k
//13	18	8	0	0	0	0	0	0	0	0	255	255	255	255k
14	19	1	0	0	0	0	0	0	0	0	255	255	255	255	255
14	19	2	0	0	0	0	0	0	0	0	255	255	255	255	255
14	19	3	0	0	0	0	0	0	0	0	255	255	255	255	255
14	19	4	0	0	0	0	0	0	0	0	255	255	255	255	255
14	19	5	0	0	0	0	0	0	0	0	255	255	255	255	255
//14	19	6	0	0	0	0	0	0	0	0	255	255	255	255n
//14	19	7	0	0	0	0	0	0	0	0	255	255	255	255n
14	10	0	0	0	0	0	0	0	0	0	255	255	255	255	255
13	2	0	255	0	0	0	0	0	0	0	255	255	255	255	255
14	3	0	100	0	0	0	0	0	0	0	255	255	255	255	255
14	6	0	100	0	0	0	0	0	0	0	255	255	255	255	255
14	8	0	50	0	0	0	0	0	0	0	255	255	255	255	255
13	29	0	1	0	0	0	0	0	0	0	255	255	255	255	255
end
