//      Section Type    Level   Dur     Skill   Luck    Option  ExcOp	SetOp	JoH	OEx	Socket1	Socket2	Socket3	Socket4	Socket5  BonusSocket  Time
	14	0	0	255	0	0	0	0	0	0	0	255	255	255	255	255
	14	8	0	255	0	0	0	0	0	0	0	255	255	255	255	255
	14	1	0	255	0	0	0	0	0	0	0	255	255	255	255	255
	14	2	0	255	0	0	0	0	0	0	0	255	255	255	255	255
	14	3	0	255	0	0	0	0	0	0	0	255	255	255	255	255
	14	4	0	255	0	0	0	0	0	0	0	255	255	255	255	255
	14	5	0	255	0	0	0	0	0	0	0	255	255	255	255	255
	14	6	0	255	0	0	0	0	0	0	0	255	255	255	255	255
	13	16	1	255	0	0	0	0	0	0	0	255	255	255	255	255
	13	16	2	255	0	0	0	0	0	0	0	255	255	255	255	255
	13	16	3	255	0	0	0	0	0	0	0	255	255	255	255	255
	13	16	4	255	0	0	0	0	0	0	0	255	255	255	255	255
	13	16	5	255	0	0	0	0	0	0	0	255	255	255	255	255
	13	16	6	255	0	0	0	0	0	0	0	255	255	255	255	255
	13	16	7	255	0	0	0	0	0	0	0	255	255	255	255	255
	13	16	8	255	0	0	0	0	0	0	0	255	255	255	255	255
	13	17	1	255	0	0	0	0	0	0	0	255	255	255	255	255
	13	17	2	255	0	0	0	0	0	0	0	255	255	255	255	255
	13	17	3	255	0	0	0	0	0	0	0	255	255	255	255	255
	13	17	4	255	0	0	0	0	0	0	0	255	255	255	255	255
	13	17	5	255	0	0	0	0	0	0	0	255	255	255	255	255
	13	17	6	255	0	0	0	0	0	0	0	255	255	255	255	255
	13	17	7	255	0	0	0	0	0	0	0	255	255	255	255	255
	13	17	8	255	0	0	0	0	0	0	0	255	255	255	255	255
	14	17	1	255	0	0	0	0	0	0	0	255	255	255	255	255
	14	17	2	255	0	0	0	0	0	0	0	255	255	255	255	255
	14	17	3	255	0	0	0	0	0	0	0	255	255	255	255	255
	14	17	4	255	0	0	0	0	0	0	0	255	255	255	255	255
	14	17	5	255	0	0	0	0	0	0	0	255	255	255	255	255
	14	17	6	255	0	0	0	0	0	0	0	255	255	255	255	255
	14	17	7	255	0	0	0	0	0	0	0	255	255	255	255	255
	14	10	0	255	0	0	0	0	0	0	0	255	255	255	255	255
	14	18	1	255	0	0	0	0	0	0	0	255	255	255	255	255
	14	18	2	255	0	0	0	0	0	0	0	255	255	255	255	255
	14	18	3	255	0	0	0	0	0	0	0	255	255	255	255	255
	14	18	4	255	0	0	0	0	0	0	0	255	255	255	255	255
	14	18	5	255	0	0	0	0	0	0	0	255	255	255	255	255
	14	18	6	255	0	0	0	0	0	0	0	255	255	255	255	255
	14	18	7	255	0	0	0	0	0	0	0	255	255	255	255	255
	13	49	0	255	0	0	0	0	0	0	0	255	255	255	255	255
	13	49	1	255	0	0	0	0	0	0	0	255	255	255	255	255
	13	49	2	255	0	0	0	0	0	0	0	255	255	255	255	255
	13	49	3	255	0	0	0	0	0	0	0	255	255	255	255	255
	13	49	4	255	0	0	0	0	0	0	0	255	255	255	255	255
	13	49	5	255	0	0	0	0	0	0	0	255	255	255	255	255
	13	49	6	255	0	0	0	0	0	0	0	255	255	255	255	255
	14	9	0	255	0	0	0	0	0	0	0	255	255	255	255	255
	13	50	0	255	0	0	0	0	0	0	0	255	255	255	255	255
	13	50	1	255	0	0	0	0	0	0	0	255	255	255	255	255
	13	50	2	255	0	0	0	0	0	0	0	255	255	255	255	255
	13	50	3	255	0	0	0	0	0	0	0	255	255	255	255	255
	13	50	4	255	0	0	0	0	0	0	0	255	255	255	255	255
	13	50	5	255	0	0	0	0	0	0	0	255	255	255	255	255
	13	50	6	255	0	0	0	0	0	0	0	255	255	255	255	255
	14	23	0	0	0	0	0	0	0	0	0	255	255	255	255	255
	13	29	0	255	0	0	0	0	0	0	0	255	255	255	255	255
	14	24	0	0	0	0	0	0	0	0	0	255	255	255	255	255
	14	24	1	0	0	0	0	0	0	0	0	255	255	255	255	255
	14	68	0	0	0	0	0	0	0	0	0	255	255	255	255	255
	14	25	0	0	0	0	0	0	0	0	0	255	255	255	255	255
	14	26	0	0	0	0	0	0	0	0	0	255	255	255	255	255
	14	23	1	0	0	0	0	0	0	0	0	255	255	255	255	255
end 
