//Group Type    Level   Dur     Skill   Luck    Option  ExcOp	SetOp	JoH	OEx	Socket1	Socket2	Socket3	Socket4	Socket5 SocketBonus  Duration   Info
15	0	0	1	0	0	0	0	0	0	0	255	255	255	255	255
15	1	0	1	0	0	0	0	0	0	0	255	255	255	255	255
15	2	0	1	0	0	0	0	0	0	0	255	255	255	255	255
15	3	0	1	0	0	0	0	0	0	0	255	255	255	255	255
15	4	0	1	0	0	0	0	0	0	0	255	255	255	255	255
15	5	0	1	0	0	0	0	0	0	0	255	255	255	255	255
15	6	0	1	0	0	0	0	0	0	0	255	255	255	255	255
15	7	0	1	0	0	0	0	0	0	0	255	255	255	255	255
15	8	0	1	0	0	0	0	0	0	0	255	255	255	255	255
15	9	0	1	0	0	0	0	0	0	0	255	255	255	255	255
15	10	0	1	0	0	0	0	0	0	0	255	255	255	255	255
15	11	0	1	0	0	0	0	0	0	0	255	255	255	255	255
15	12	0	1	0	0	0	0	0	0	0	255	255	255	255	255
15	13	0	1	0	0	0	0	0	0	0	255	255	255	255	255
15	14	0	1	0	0	0	0	0	0	0	255	255	255	255	255y
15	15	0	1	0	0	0	0	0	0	0	255	255	255	255	255
15	16	0	1	0	0	0	0	0	0	0	255	255	255	255	255
15	17	0	1	0	0	0	0	0	0	0	255	255	255	255	255
15	18	0	1	0	0	0	0	0	0	0	255	255	255	255	255
15	28	0	0	0	0	0	0	0	0	0	255	255	255	255	255ance
15	29	0	0	0	0	0	0	0	0	0	255	255	255	255	255rm
14	10	0	0	0	0	0	0	0	0	0	255	255	255	255	255
6	14	7	0	0	0	0	0	0	0	0	255	255	255	255	255
5	5	7	0	0	1	1	0	0	0	0	255	255	255	255	255
5	6	7	0	0	0	1	0	0	0	0	255	255	255	255	255

end
