0
//Year   Month   Day   DoW   Hour   Minute   Second
*        *       *     *     12     30       0
end

1
//Group   SpawnRate
1	  50
2	  50
end

2
//Index   Group   SpawnMinute
1	  1	  0
1	  2	  10
1	  3	  20
2	  1	  0
2	  2	  10
2	  3	  20
end

3
//Index   Group   Monster   Count   X      Y      TX      TY
1	  1	  58	    100	    60	   28	  132	  73
1	  1	  61	    100	    60	   28	  132	  73
1	  1	  178	    100	    60	   28	  132	  73
1	  1	  190	    100	    60	   28	  132	  73
1	  1	  292	    100	    60	   28	  132	  73
1	  1	  269	    100	    60	   28	  132	  73
1	  1	  265	    100	    60	   28	  132	  73
1	  1	  260	    100	    60	   28	  132	  73
1	  1	  271	    100	    60	   28	  132	  73
1	  1	  57	    100	    60	   28	  132	  73

1	  2	  331	    100	    60	   58	  132	  101
1	  2	  332	    100	    60	   58	  132	  101
1	  2	  337	    100	    60	   58	  132	  101
1	  2	  353	    100	    60	   58	  132	  101
1	  2	  359	    100	    60	   58	  132	  101
1	  2	  434	    100	    60	   58	  132	  101
1	  2	  443	    100	    60	   58	  132	  101
1	  2	  549	    100	    60	   58	  132	  101
1	  2	  557	    100	    60	   58	  132	  101
1	  2	  559	    100	    60	   58	  132	  101

1	  3	  570	    100	    60	   58	  132	  101
1	  3	  572	    100	    60	   58	  132	  101
1	  3	  576	    100	    60	   58	  132	  101
1	  3	  590	    100	    60	   58	  132	  101
1	  3	  588	    100	    60	   58	  132	  101
1	  3	  691	    100	    60	   58	  132	  101
1	  3	  697	    100	    60	   58	  132	  101
1	  3	  782	    100	    60	   58	  132	  101
1	  3	  806	    100	    60	   58	  132	  101
1	  3	  295	    1	    60	   58	  132	  101




2	  1	  58	    100	    60	   28	  132	  73
2	  1	  61	    100	    60	   28	  132	  73
2	  1	  178	    100	    60	   28	  132	  73
2	  1	  190	    100	    60	   28	  132	  73
2	  1	  292	    100	    60	   28	  132	  73
2	  1	  269	    100	    60	   28	  132	  73
2	  1	  265	    100	    60	   28	  132	  73
2	  1	  260	    100	    60	   28	  132	  73
2	  1	  271	    100	    60	   28	  132	  73
2	  1	  57	    100	    60	   28	  132	  73

2	  2	  331	    100	    60	   58	  132	  101
2	  2	  332	    100	    60	   58	  132	  101
2	  2	  337	    100	    60	   58	  132	  101
2	  2	  353	    100	    60	   58	  132	  101
2	  2	  359	    100	    60	   58	  132	  101
2	  2	  434	    100	    60	   58	  132	  101
2	  2	  443	    100	    60	   58	  132	  101
2	  2	  549	    100	    60	   58	  132	  101
2	  2	  557	    100	    60	   58	  132	  101
2	  2	  559	    100	    60	   58	  132	  101

2	  3	  570	    100	    60	   58	  132	  101
2	  3	  572	    100	    60	   58	  132	  101
2	  3	  576	    100	    60	   58	  132	  101
2	  3	  590	    100	    60	   58	  132	  101
2	  3	  588	    100	    60	   58	  132	  101
2	  3	  691	    100	    60	   58	  132	  101
2	  3	  697	    100	    60	   58	  132	  101
2	  3	  782	    100	    60	   58	  132	  101
2	  3	  806	    100	    60	   58	  132	  101
2	  3	  295	    1	    60	   58	  132	  101
end
