
//Group Type    Level   Dur     Skill   Luck    Option  ExcOp	SetOp	JoH	OEx	Socket1	Socket2	Socket3	Socket4	Socket5 SocketBonus  Duration   Info
15	30	0	0	0	0	0	0	0	0	0	255	255	255	255	255
15	30	0	0	0	0	0	0	0	0	0	255	255	255	255	255
15	31	0	0	0	0	0	0	0	0	0	255	255	255	255	255
15	32	0	0	0	0	0	0	0	0	0	255	255	255	255	255
15	33	0	0	0	0	0	0	0	0	0	255	255	255	255	255
15	34	0	0	0	0	0	0	0	0	0	255	255	255	255	255
15	35	0	0	0	0	0	0	0	0	0	255	255	255	255	255
15	36	0	0	0	0	0	0	0	0	0	255	255	255	255	255
0	32	7	100	0	0	1	0	0	0	0	255	255	255	255	255
7	59	7	100	0	0	1	0	0	0	0	255	255	255	255	255
8	59	7	100	0	0	1	0	0	0	0	255	255	255	255	255
9	59	7	100	0	0	1	0	0	0	0	255	255	255	255	255
11	59	7	100	0	0	1	0	0	0	0	255	255	255	255	255
0	31	7	100	1	0	1	0	0	0	0	255	255	255	255	255
end
