
//Group Type    Level   Dur     Skill   Luck    Option  ExcOp	SetOp	JoH	OEx	Socket1	Socket2	Socket3	Socket4	Socket5 SocketBonus  Duration   Info
14	1	0	100	0	0	0	0	0	0	0	255	255	255	255	255
14	2	0	100	0	0	0	0	0	0	0	255	255	255	255	255
14	3	0	100	0	0	0	0	0	0	0	255	255	255	255	255
14	4	0	100	0	0	0	0	0	0	0	255	255	255	255	255
14	5	0	100	0	0	0	0	0	0	0	255	255	255	255	255
14	6	0	100	0	0	0	0	0	0	0	255	255	255	255	255
4	7	0	255	0	0	0	0	0	0	0	255	255	255	255	255
4	15	0	255	0	0	0	0	0	0	0	255	255	255	255	255
12	8	0	0	0	0	0	0	0	0	0	255	255	255	255	255
12	9	0	0	0	0	0	0	0	0	0	255	255	255	255	255
12	10	0	0	0	0	0	0	0	0	0	255	255	255	255	255
12	11	0	0	0	0	0	0	0	0	0	255	255	255	255	255
12	11	2	0	0	0	0	0	0	0	0	255	255	255	255	255
12	11	1	0	0	0	0	0	0	0	0	255	255	255	255	255
12	17	0	0	0	0	0	0	0	0	0	255	255	255	255	255
12	18	0	0	0	0	0	0	0	0	0	255	255	255	255	255
4	2	7	38	1	0	1	0	0	0	0	255	255	255	255	255
4	17	7	86	1	0	1	0	0	0	0	255	255	255	255	255
4	5	7	58	1	0	1	0	0	0	0	255	255	255	255	255
4	6	7	78	1	0	1	0	0	0	0	255	255	255	255	255
4	11	7	50	1	0	1	0	0	0	0	255	255	255	255	255
4	12	7	55	1	0	1	0	0	0	0	255	255	255	255	255
4	13	7	66	1	0	1	0	0	0	0	255	255	255	255	255
4	14	7	70	1	0	1	0	0	0	0	255	255	255	255	255
4	16	7	82	1	0	1	0	0	0	0	255	255	255	255	255
4	3	7	46	1	0	1	0	0	0	0	255	255	255	255	255
//4	18	7	210	1	0	1	0	0	0	0	255	255	255	255	255
4	10	7	41	1	0	1	0	0	0	0	255	255	255	255	255
end
